日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-09-25,300750,192.32,188.03,192.33,187.52,420101,8606648805.0,2.64,3.06,5.58,1.08
2024-09-26,300750,188.63,190.44,192.26,183.86,354893,7190132217.0,4.47,1.28,2.41,0.91
2024-09-27,300750,196.93,211.74,216.61,196.6,701813,15567947397.0,10.51,11.18,21.3,1.8
2024-09-30,300750,217.95,236.82,239.93,216.93,913611,22246725636.0,10.86,11.84,25.08,2.34
2024-10-08,300750,280.93,283.93,286.43,252.59,1376465,39285155658.0,14.29,19.89,47.11,3.53
2024-10-09,300750,264.83,239.93,264.92,239.93,1086916,29017394644.0,8.8,-15.5,-44.0,2.79
2024-10-10,300750,239.93,242.93,250.92,235.09,608338,15786972610.0,6.6,1.25,3.0,1.56
2024-10-11,300750,240.43,226.72,240.43,222.86,476402,11668275358.0,7.23,-6.67,-16.21,1.22
2024-10-14,300750,234.92,234.65,237.73,229.87,467599,11671765786.0,3.47,3.5,7.93,1.2
2024-10-15,300750,234.74,226.15,235.77,226.06,327653,8057930637.0,4.14,-3.62,-8.5,0.84
2024-10-16,300750,223.75,218.78,223.75,218.26,335860,7918107275.0,2.43,-3.26,-7.37,0.86
2024-10-17,300750,218.93,216.43,223.81,215.79,261647,6135626737.0,3.67,-1.07,-2.35,0.67
2024-10-18,300750,214.93,234.82,243.81,214.53,680138,16734812130.0,13.53,8.5,18.39,1.74
2024-10-21,300750,243.93,238.29,247.46,236.68,584558,14972853360.0,4.59,1.48,3.47,1.5
2024-10-22,300750,238.93,235.48,239.49,232.19,278760,6986426718.0,3.06,-1.18,-2.81,0.71
2024-10-23,300750,232.74,234.23,239.87,231.79,321541,8076690148.0,3.43,-0.53,-1.25,0.82
2024-10-24,300750,234.7,231.09,236.43,229.93,214658,5297733385.0,2.78,-1.34,-3.14,0.55
2024-10-25,300750,237.27,243.81,249.93,231.23,578986,14887536977.0,8.09,5.5,12.72,1.48
2024-10-28,300750,241.06,241.17,243.54,237.93,276019,7053002719.0,2.3,-1.08,-2.64,0.71
2024-10-29,300750,241.17,236.71,242.64,236.17,269948,6853075171.0,2.68,-1.85,-4.46,0.69
2024-10-30,300750,234.93,232.96,237.23,229.43,271344,6734690047.0,3.3,-1.58,-3.75,0.7
2024-10-31,300750,231.92,230.91,235.43,228.93,255003,6286268642.0,2.79,-0.88,-2.05,0.65
2024-11-01,300750,231.46,231.13,234.75,230.11,259158,6418140472.0,2.01,0.1,0.22,0.66
2024-11-04,300750,228.93,236.13,239.23,228.93,242472,6074686403.0,4.46,2.16,5.0,0.62
2024-11-05,300750,235.51,246.32,247.75,234.06,484821,12547431634.0,5.8,4.32,10.19,1.24
2024-11-06,300750,243.92,241.43,254.43,238.43,452393,11840068810.0,6.5,-1.99,-4.89,1.16
2024-11-07,300750,242.93,247.73,247.73,238.81,335710,8698717048.0,3.69,2.61,6.3,0.86
2024-11-08,300750,254.59,242.43,256.93,242.03,402941,10612727375.0,6.01,-2.14,-5.3,1.03
2024-11-11,300750,237.28,252.43,253.92,235.94,491539,12844920271.0,7.42,4.12,10.0,1.26
2024-11-12,300750,263.21,257.95,270.13,255.91,744030,20764206510.0,5.63,2.19,5.52,1.91
2024-11-13,300750,253.93,266.93,273.13,251.7,557737,15410247017.0,8.31,3.48,8.98,1.43
2024-11-14,300750,267.93,259.93,269.92,259.59,426572,11940874423.0,3.87,-2.62,-7.0,1.09
2024-11-15,300750,254.43,250.49,259.93,250.49,351983,9488134617.0,3.63,-3.63,-9.44,0.9
2024-11-18,300750,250.49,247.85,255.88,245.93,306500,8135717135.0,3.97,-1.05,-2.64,0.79
2024-11-19,300750,246.95,253.65,256.93,242.93,348129,9211079120.0,5.65,2.34,5.8,0.89
2024-11-20,300750,251.88,252.48,254.83,249.53,227088,6060616028.0,2.09,-0.46,-1.17,0.58
2024-11-21,300750,250.59,253.19,256.36,248.59,205508,5510533650.0,3.08,0.28,0.71,0.53
2024-11-22,300750,252.86,244.03,253.93,243.81,225551,5937579845.0,4.0,-3.62,-9.16,0.58
2024-11-25,300750,247.99,249.03,251.49,246.11,262391,6923644963.0,2.2,2.05,5.0,0.67
2024-11-26,300750,246.5,241.65,248.9,240.59,273604,7076484876.0,3.34,-2.96,-7.38,0.7
2024-11-27,300750,239.63,244.83,245.83,236.4,274007,7033615361.0,3.9,1.32,3.18,0.7
2024-11-28,300750,244.13,239.63,244.46,238.43,223556,5728197559.0,2.46,-2.12,-5.2,0.57
2024-11-29,300750,236.16,246.17,252.92,236.16,313663,8192074188.0,6.99,2.73,6.54,0.8
2024-12-02,300750,243.57,247.12,248.48,242.14,206475,5387882833.0,2.58,0.39,0.95,0.53
2024-12-03,300750,245.93,246.77,247.92,243.93,173108,4514867561.0,1.61,-0.14,-0.35,0.44
2024-12-04,300750,244.93,243.9,246.93,242.43,161814,4186965339.0,1.82,-1.16,-2.87,0.41
2024-12-05,300750,242.92,240.93,243.88,239.94,160216,4109014221.0,1.62,-1.22,-2.97,0.41
2024-12-06,300750,240.93,251.48,254.83,239.93,330381,8719647873.0,6.18,4.38,10.55,0.85
2024-12-09,300750,251.92,252.98,254.59,249.34,224561,6005103478.0,2.09,0.6,1.5,0.58
2024-12-10,300750,266.21,255.5,266.43,254.26,329044,9035442039.0,4.81,1.0,2.52,0.84
2024-12-11,300750,258.89,252.03,264.43,251.45,194008,5262014871.0,5.08,-1.36,-3.47,0.5
2024-12-12,300750,250.83,258.64,260.31,250.13,223295,6055502392.0,4.04,2.62,6.61,0.57
2024-12-13,300750,254.81,251.96,256.93,250.93,283164,7596460114.0,2.32,-2.58,-6.68,0.73
2024-12-16,300750,251.15,252.13,254.43,248.98,162575,4333963457.0,2.16,0.07,0.17,0.42
2024-12-17,300750,251.93,258.73,262.93,251.47,282146,7746201690.0,4.55,2.62,6.6,0.72
2024-12-18,300750,259.24,256.34,259.66,255.24,150853,4110472402.0,1.71,-0.92,-2.39,0.39
2024-12-19,300750,254.19,254.72,257.28,251.55,153460,4137668599.0,2.24,-0.63,-1.62,0.39
2024-12-20,300750,254.72,247.64,255.73,245.25,277401,7313368050.0,4.11,-2.78,-7.08,0.71
2024-12-23,300750,247.64,248.43,253.81,247.64,206394,5482614221.0,2.49,0.32,0.79,0.53
2024-12-24,300750,247.93,253.16,253.18,247.93,196154,5229920631.0,2.11,1.9,4.73,0.5
2024-12-25,300750,253.84,252.9,255.84,251.19,114138,3058526680.0,1.84,-0.1,-0.26,0.29
2024-12-26,300750,252.13,246.18,252.13,245.93,224438,5898437344.0,2.45,-2.66,-6.72,0.58
2024-12-27,300750,245.5,246.93,248.35,239.93,243519,6338085456.0,3.42,0.3,0.75,0.62
2024-12-30,300750,245.81,251.51,252.43,245.44,226314,6013633016.0,2.83,1.85,4.58,0.58
2024-12-31,300750,250.02,250.93,255.43,250.02,249340,6694555730.0,2.15,-0.23,-0.58,0.64
