日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA20,MA60,RSI14,DIF,DEA,MACD
2023-01-03,300750,196.28,194.97,196.59,190.57,104820,4056787273.0,3.05,-1.07,-2.1,0.53,,,,,0.0,0.0,0.0
2023-01-04,300750,193.22,191.84,193.5,190.75,196023,7527791631.0,1.41,-1.61,-3.13,0.94,,,,,-0.2496866096865915,-0.049937321937318306,-0.3994985754985464
2023-01-05,300750,194.06,204.89,206.37,192.39,260433,10371713857.0,7.29,6.8,13.05,1.24,,,,,0.5985610506408534,0.07976235257831604,1.0375973961250748
2023-01-06,300750,204.06,209.98,214.6,202.98,183925,7641585134.0,5.67,2.48,5.09,0.88,,,,,1.6623612283829345,0.39628212773923976,2.5321582012873893
2023-01-09,300750,213.43,209.94,213.43,208.5,128403,5373244035.0,2.35,-0.02,-0.04,0.61,202.324,,,,2.4736877354072817,0.8117632492728482,3.323848972268867
2023-01-10,300750,210.53,218.5,220.17,208.11,182607,7781973489.0,5.74,4.08,8.56,0.87,207.02999999999997,,,,3.76400123537897,1.4022108464940728,4.7235807777697945
2023-01-11,300750,217.67,216.2,220.72,214.06,122418,5252326720.0,3.05,-1.05,-2.3,0.59,211.902,,,,4.548560231249951,2.0314807234452483,5.034159015609405
2023-01-12,300750,218.5,219.33,222.27,217.21,111368,4837460192.0,2.34,1.45,3.13,0.53,214.78999999999996,,,,5.361094370678757,2.69740345289195,5.327381835573613
2023-01-13,300750,225.17,222.67,229.9,217.39,207575,9140635813.0,5.7,1.52,3.34,0.99,217.32800000000003,,,,6.203038846063947,3.39853053152635,5.609016629075194
2023-01-16,300750,222.11,226.63,228.22,220.23,168091,7451169294.0,3.59,1.78,3.96,0.8,220.666,,,,7.107889488077262,4.1404023228365325,5.9349743304814595
2023-01-17,300750,226.79,226.06,229.54,224.95,98958,4416180657.0,2.03,-0.25,-0.57,0.47,222.17799999999997,,,,7.690346378679408,4.850391134005108,5.6799104893486
2023-01-18,300750,227.67,227.67,228.99,224.67,73443,3292955688.0,1.91,0.71,1.61,0.35,224.47200000000004,,,,8.187481020847116,5.517809111373509,5.3393438189472135
2023-01-19,300750,225.91,226.71,229.33,224.16,73100,3254123919.0,2.27,-0.42,-0.96,0.35,225.948,,,,8.407088150513061,6.09566491920142,4.622846462623283
2023-01-20,300750,226.71,229.61,229.72,225.31,107657,4841543970.0,1.95,1.28,2.9,0.51,227.336,,,85.60855263157899,8.714676777453462,6.619467290851828,4.190418973203268
2023-01-30,300750,244.82,239.97,251.03,238.21,211743,10102385367.0,5.58,4.51,10.36,1.01,230.004,,,88.13559322033902,9.682791208504142,7.2321320743822906,4.901318268243703
2023-01-31,300750,239.54,236.94,243.78,235.41,139540,6565989151.0,3.49,-1.26,-3.03,0.67,232.18,,,88.28522920203739,10.089230820199077,7.803551823545648,4.571357993306858
2023-02-01,300750,240.16,243.39,244.81,239.88,115022,5464594493.0,2.08,2.72,6.45,0.55,235.32399999999998,,,86.8068833652008,10.807219338533287,8.404285326543176,4.805868023980221
2023-02-02,300750,244.54,237.44,245.0,236.77,134557,6339908128.0,3.38,-2.44,-5.95,0.64,237.46999999999997,,,75.82768999247558,10.7719428860768,8.877816838449903,3.788252095253796
2023-02-03,300750,236.28,231.94,237.5,229.27,120200,5495174744.0,3.47,-2.32,-5.5,0.57,237.93599999999998,,,68.76492664619585,10.18280101721686,9.138813674203295,2.087974686027131
2023-02-06,300750,229.61,228.83,230.46,223.55,107529,4811799061.0,2.98,-1.34,-3.11,0.51,235.708,222.1755,,59.71412450630058,9.357088145406749,9.182468568443987,0.34923915392552374
2023-02-07,300750,228.77,227.44,230.61,225.53,72112,3231274189.0,2.22,-0.61,-1.39,0.34,233.808,223.79899999999998,,60.753922694221224,8.492645432217529,9.044503941198696,-1.1037170179623352
2023-02-08,300750,228.28,226.95,230.42,225.72,73299,3293742443.0,2.07,-0.22,-0.49,0.35,230.51999999999998,225.55449999999996,,57.67835550181377,7.679504897015562,8.77150413236207,-2.183998470693016
2023-02-09,300750,226.95,230.16,231.83,223.78,80314,3627030215.0,3.55,1.41,3.21,0.38,229.064,226.81800000000004,,57.56718528995758,7.210981629868542,8.459399631863365,-2.496836003989646
2023-02-10,300750,230.17,226.25,231.66,225.73,83978,3773477538.0,2.58,-1.7,-3.91,0.4,227.92600000000002,227.63149999999996,,49.61569579288027,6.449819735324638,8.05748365255562,-3.215327834461963
2023-02-13,300750,229.04,234.06,234.93,226.84,134185,6143224997.0,3.58,3.45,7.81,0.64,228.97199999999998,228.8375,,57.05716302046578,6.402985547458911,7.726584031536278,-2.6471969681547343
2023-02-14,300750,239.06,229.08,239.22,226.16,128122,5816558282.0,5.58,-2.13,-4.98,0.61,229.3,229.3665,,51.174021648626166,5.896058641895053,7.360478953608034,-2.9288406234259625
2023-02-15,300750,230.22,227.72,232.39,227.39,77734,3508461573.0,2.18,-0.59,-1.36,0.37,229.454,229.94250000000002,,50.835401157981806,5.323212107428844,6.953025584372196,-3.2596269538867038
2023-02-16,300750,229.61,224.72,231.0,221.83,100911,4514542232.0,4.03,-1.32,-3.0,0.48,228.36599999999999,230.21200000000005,,45.96201486374895,4.574421094870672,6.477304686471892,-3.8057671832024393
2023-02-17,300750,224.06,211.94,224.06,211.83,214696,9171648847.0,5.44,-5.69,-12.78,1.03,225.504,229.6755,,27.743369858662845,2.916144135232514,5.765072576224016,-5.697856881983004
2023-02-20,300750,209.61,212.09,212.88,204.24,168299,6992852566.0,4.08,0.07,0.15,0.8,221.11000000000004,228.94850000000002,,29.322682642702617,1.5956576952285104,4.931189600024915,-6.671063809592809
2023-02-21,300750,210.43,209.06,213.22,207.39,131846,5490561030.0,2.75,-1.43,-3.03,0.63,217.106,228.09849999999997,,19.710605258514235,0.30119501208884003,4.0051906824377,-7.40799134069772
2023-02-22,300750,205.72,205.98,208.56,204.43,123639,5069312343.0,1.98,-1.47,-3.08,0.59,212.75799999999998,227.01399999999998,,20.762081784386638,-0.9621155802523731,3.0117294298996855,-7.947690020304117
2023-02-23,300750,206.28,208.07,209.13,204.83,95373,3922375682.0,2.09,1.01,2.09,0.46,209.42799999999997,226.08199999999997,,26.314744989085156,-1.774200909519692,2.05454336201581,-7.657488543071004
