日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-05-24,600519,1552.97,1531.54,1554.19,1530.75,18479,3182416491.0,1.52,-0.88,-13.65,0.15
2023-05-25,600519,1526.63,1521.64,1530.64,1510.64,22466,3814504093.0,1.31,-0.65,-9.9,0.18
2023-05-26,600519,1522.64,1511.2,1525.64,1495.65,18291,3090691546.0,1.97,-0.69,-10.44,0.15
2023-05-29,600519,1517.64,1509.64,1518.99,1498.64,17771,2998147159.0,1.35,-0.1,-1.56,0.14
2023-05-30,600519,1509.64,1488.93,1519.53,1479.2,26453,4424706688.0,2.67,-1.37,-20.71,0.21
2023-05-31,600519,1481.65,1449.54,1486.36,1447.31,36957,6053737281.0,2.62,-2.65,-39.39,0.29
2023-06-01,600519,1438.64,1456.56,1495.63,1438.64,28645,4708722933.0,3.93,0.48,7.02,0.23
2023-06-02,600519,1465.64,1491.24,1493.79,1456.75,25058,4163116244.0,2.54,2.38,34.68,0.2
2023-06-05,600519,1486.8,1485.64,1503.52,1483.64,16201,2704294313.0,1.33,-0.38,-5.6,0.13
2023-06-06,600519,1490.64,1487.63,1504.64,1472.19,19914,3326778183.0,2.18,0.13,1.99,0.16
2023-06-07,600519,1493.63,1471.54,1499.44,1470.64,17890,2971782064.0,1.94,-1.08,-16.09,0.14
2023-06-08,600519,1476.47,1488.64,1495.64,1470.65,14703,2441569677.0,1.7,1.16,17.1,0.12
2023-06-09,600519,1492.63,1486.64,1498.61,1486.64,17580,2938014322.0,0.8,-0.13,-2.0,0.14
2023-06-12,600519,1486.66,1516.64,1528.64,1482.16,27029,4562308599.0,3.13,2.02,30.0,0.22
2023-06-13,600519,1514.52,1519.64,1525.25,1505.64,14663,2485398902.0,1.29,0.2,3.0,0.12
2023-06-14,600519,1539.64,1547.52,1554.88,1526.85,31506,5438040356.0,1.84,1.83,27.88,0.25
2023-06-15,600519,1550.98,1575.64,1576.29,1543.64,25223,4395900802.0,2.11,1.82,28.12,0.2
2023-06-16,600519,1577.64,1618.33,1620.64,1570.74,37918,6742301361.0,3.17,2.71,42.69,0.3
2023-06-19,600519,1610.64,1564.64,1618.59,1558.64,31700,5584248725.0,3.7,-3.32,-53.69,0.25
2023-06-20,600519,1560.64,1564.1,1585.64,1555.64,20947,3659824529.0,1.92,-0.03,-0.54,0.17
2023-06-21,600519,1560.64,1556.47,1577.24,1555.64,17721,3088635934.0,1.38,-0.49,-7.63,0.14
2023-06-26,600519,1540.75,1529.64,1550.64,1515.64,23993,4098619510.0,2.25,-1.72,-26.83,0.19
2023-06-27,600519,1530.63,1531.69,1540.34,1520.73,15174,2598138744.0,1.28,0.13,2.05,0.12
2023-06-28,600519,1533.82,1549.02,1554.64,1531.64,18574,3199294221.0,1.5,1.13,17.33,0.15
2023-06-29,600519,1551.64,1534.35,1555.63,1533.65,14231,2446524134.0,1.42,-0.95,-14.67,0.11
2023-06-30,600519,1546.55,1537.55,1555.54,1533.03,20459,3472586730.0,1.47,0.21,3.2,0.16
2023-07-03,600519,1545.55,1570.65,1571.83,1538.55,19139,3286737792.0,2.16,2.15,33.1,0.15
2023-07-04,600519,1570.75,1577.15,1580.99,1564.63,12472,2155553635.0,1.04,0.41,6.5,0.1
2023-07-05,600519,1576.55,1561.93,1578.52,1546.55,14745,2523960725.0,2.03,-0.97,-15.22,0.12
2023-07-06,600519,1555.71,1549.53,1579.55,1546.55,15141,2589459002.0,2.11,-0.79,-12.4,0.12
2023-07-07,600519,1547.55,1536.58,1555.54,1536.55,15167,2571458553.0,1.23,-0.84,-12.95,0.12
2023-07-10,600519,1551.55,1547.45,1561.51,1546.55,13477,2298241728.0,0.97,0.71,10.87,0.11
2023-07-11,600519,1556.55,1556.55,1561.72,1548.65,12583,2151079270.0,0.84,0.59,9.1,0.1
2023-07-12,600519,1559.59,1560.35,1569.55,1557.88,13285,2280785351.0,0.75,0.24,3.8,0.11
2023-07-13,600519,1568.54,1584.95,1591.96,1565.56,25807,4479772500.0,1.69,1.58,24.6,0.21
2023-07-14,600519,1602.55,1599.55,1605.05,1587.75,18550,3245530255.0,1.09,0.92,14.6,0.15
2023-07-17,600519,1597.55,1576.52,1597.55,1573.15,14336,2482069846.0,1.53,-1.44,-23.03,0.11
2023-07-18,600519,1580.13,1569.35,1581.06,1567.55,14738,2544005063.0,0.86,-0.45,-7.17,0.12
2023-07-19,600519,1561.56,1569.55,1574.55,1560.35,12483,2147704435.0,0.9,0.01,0.2,0.1
2023-07-20,600519,1574.54,1570.55,1595.53,1568.55,16693,2897176490.0,1.72,0.06,1.0,0.13
2023-07-21,600519,1578.43,1617.85,1619.05,1572.55,39377,6931535726.0,2.96,3.01,47.3,0.31
2023-07-24,600519,1597.07,1617.7,1617.7,1597.07,19713,3476648177.0,1.28,-0.01,-0.15,0.16
2023-07-25,600519,1646.55,1675.1,1675.43,1646.54,43086,7837450019.0,1.79,3.55,57.4,0.34
2023-07-26,600519,1675.1,1675.1,1682.54,1661.63,19611,3580171484.0,1.25,0.0,0.0,0.16
2023-07-27,600519,1682.55,1684.58,1701.34,1675.25,20340,3749635290.0,1.56,0.57,9.48,0.16
2023-07-28,600519,1678.55,1743.55,1746.55,1674.56,39018,7330314112.0,4.27,3.5,58.97,0.31
2023-07-31,600519,1754.55,1727.13,1781.55,1720.55,45379,8615279839.0,3.5,-0.94,-16.42,0.36
2023-08-01,600519,1724.56,1735.55,1753.5,1724.44,19231,3635857283.0,1.68,0.49,8.42,0.15
2023-08-02,600519,1729.95,1726.55,1736.55,1713.35,18509,3478674239.0,1.34,-0.52,-9.0,0.15
2023-08-03,600519,1716.55,1725.02,1736.55,1697.05,21543,4031087705.0,2.29,-0.09,-1.53,0.17
2023-08-04,600519,1734.37,1740.02,1753.07,1728.55,24574,4655813751.0,1.42,0.87,15.0,0.2
2023-08-07,600519,1727.5,1734.48,1744.55,1717.58,23892,4491893140.0,1.55,-0.32,-5.54,0.19
2023-08-08,600519,1726.58,1736.55,1740.26,1710.63,17736,3333559505.0,1.71,0.12,2.07,0.14
2023-08-09,600519,1736.55,1736.83,1751.55,1729.51,18523,3506306394.0,1.27,0.02,0.28,0.15
2023-08-10,600519,1728.55,1721.55,1735.55,1708.85,18436,3454219140.0,1.54,-0.88,-15.28,0.15
2023-08-11,600519,1731.55,1680.55,1731.95,1680.43,26786,4959166751.0,2.99,-2.38,-41.0,0.21
2023-08-14,600519,1656.55,1649.55,1671.53,1642.55,23731,4285362053.0,1.72,-1.84,-31.0,0.19
2023-08-15,600519,1655.55,1659.53,1664.55,1647.56,14818,2682125119.0,1.03,0.61,9.98,0.12
2023-08-16,600519,1654.13,1666.55,1669.9,1652.55,13184,2396261791.0,1.05,0.42,7.02,0.1
2023-08-17,600519,1652.63,1674.6,1680.55,1648.1,17290,3141408018.0,1.95,0.48,8.05,0.14
2023-08-18,600519,1678.54,1649.14,1681.54,1649.14,17023,3084761577.0,1.93,-1.52,-25.46,0.14
2023-08-21,600519,1639.55,1637.55,1660.54,1636.62,18912,3405415645.0,1.45,-0.7,-11.59,0.15
2023-08-22,600519,1647.54,1634.55,1649.11,1617.57,26650,4763131152.0,1.93,-0.18,-3.0,0.21
2023-08-23,600519,1643.55,1620.55,1646.55,1616.63,19912,3556178584.0,1.83,-0.86,-14.0,0.16
2023-08-24,600519,1626.17,1662.85,1674.55,1621.55,26055,4703417600.0,3.27,2.61,42.3,0.21
2023-08-25,600519,1655.34,1671.53,1684.32,1652.56,18831,3433296756.0,1.91,0.52,8.68,0.15
2023-08-28,600519,1745.13,1681.52,1745.13,1678.43,41052,7633221012.0,3.99,0.6,9.99,0.33
2023-08-29,600519,1674.55,1697.88,1715.63,1674.55,28950,5371260173.0,2.44,0.97,16.36,0.23
2023-08-30,600519,1714.45,1702.55,1714.55,1690.21,19812,3672570260.0,1.43,0.28,4.67,0.16
2023-08-31,600519,1706.55,1693.55,1706.55,1687.56,14820,2738445519.0,1.12,-0.53,-9.0,0.12
2023-09-01,600519,1699.38,1697.6,1712.02,1692.58,13145,2438622738.0,1.15,0.24,4.05,0.1
2023-09-04,600519,1709.15,1712.55,1726.49,1700.08,23871,4453823216.0,1.56,0.88,14.95,0.19
2023-09-05,600519,1714.55,1705.25,1714.55,1703.35,15659,2915625961.0,0.65,-0.43,-7.3,0.12
2023-09-06,600519,1704.55,1707.55,1713.21,1695.56,11121,2067605990.0,1.04,0.13,2.3,0.09
2023-09-07,600519,1699.15,1684.55,1703.44,1677.74,16982,3128587116.0,1.51,-1.35,-23.0,0.14
2023-09-08,600519,1681.49,1665.05,1681.49,1661.5,12212,2224338144.0,1.19,-1.16,-19.5,0.1
2023-09-11,600519,1654.55,1668.72,1686.55,1654.55,15926,2902617736.0,1.92,0.22,3.67,0.13
2023-09-12,600519,1673.15,1666.51,1673.53,1662.57,12168,2214514112.0,0.66,-0.13,-2.21,0.1
2023-09-13,600519,1676.47,1666.46,1676.47,1646.6,19501,3540583633.0,1.79,0.0,-0.05,0.16
2023-09-14,600519,1669.08,1665.24,1673.53,1652.55,17505,3180447848.0,1.26,-0.07,-1.22,0.14
2023-09-15,600519,1665.55,1628.54,1666.33,1627.85,28431,5105749077.0,2.31,-2.2,-36.7,0.23
2023-09-18,600519,1622.86,1675.75,1676.05,1619.55,32559,5905121000.0,3.47,2.9,47.21,0.26
2023-09-19,600519,1668.75,1673.49,1675.55,1654.55,14990,2727858953.0,1.25,-0.13,-2.26,0.12
2023-09-20,600519,1668.55,1670.55,1676.55,1664.6,12502,2281583949.0,0.71,-0.18,-2.94,0.1
2023-09-21,600519,1664.56,1644.94,1668.55,1644.94,19489,3521486755.0,1.41,-1.53,-25.61,0.16
2023-09-22,600519,1652.18,1695.55,1696.51,1638.96,34390,6287832575.0,3.5,3.08,50.61,0.27
2023-09-25,600519,1694.05,1678.93,1694.55,1673.14,13979,2565773541.0,1.26,-0.98,-16.62,0.11
2023-09-26,600519,1674.55,1662.55,1681.43,1659.65,15762,2870852363.0,1.3,-0.98,-16.38,0.13
2023-09-27,600519,1661.55,1660.55,1680.05,1649.35,20880,3791876119.0,1.85,-0.12,-2.0,0.17
2023-09-28,600519,1671.53,1645.1,1671.53,1644.35,20538,3704812960.0,1.64,-0.93,-15.45,0.16
2023-10-09,600519,1643.49,1623.55,1643.49,1611.45,29763,5279950406.0,1.95,-1.31,-21.55,0.24
2023-10-10,600519,1629.44,1616.55,1645.53,1614.55,20284,3615557182.0,1.91,-0.43,-7.0,0.16
2023-10-11,600519,1631.2,1625.05,1631.2,1614.55,21945,3896568648.0,1.03,0.53,8.5,0.17
2023-10-12,600519,1644.45,1632.55,1644.78,1623.75,14865,2657095942.0,1.29,0.46,7.5,0.12
2023-10-13,600519,1617.43,1597.55,1624.56,1584.74,25028,4387687934.0,2.44,-2.14,-35.0,0.2
2023-10-16,600519,1597.53,1576.45,1602.55,1569.0,20790,3603604610.0,2.1,-1.32,-21.1,0.17
2023-10-17,600519,1585.55,1572.55,1585.99,1562.55,14945,2577312288.0,1.49,-0.25,-3.9,0.12
2023-10-18,600519,1565.35,1574.55,1588.55,1563.73,20318,3511987514.0,1.58,0.13,2.0,0.16
2023-10-19,600519,1546.55,1476.55,1546.58,1472.58,73492,12146921769.0,4.7,-6.22,-98.0,0.59
2023-10-20,600519,1476.55,1491.55,1501.55,1462.8,45376,7421390806.0,2.62,1.02,15.0,0.36
2023-10-23,600519,1476.52,1490.53,1506.55,1468.15,25234,4138279588.0,2.57,-0.07,-1.02,0.2
2023-10-24,600519,1494.55,1489.5,1499.91,1467.76,29861,4894807617.0,2.16,-0.07,-1.03,0.24
2023-10-25,600519,1516.66,1524.05,1544.55,1513.57,36179,6075417064.0,2.08,2.32,34.55,0.29
2023-10-26,600519,1513.55,1518.78,1534.55,1508.56,22386,3741418874.0,1.71,-0.35,-5.27,0.18
2023-10-27,600519,1510.55,1523.26,1538.43,1507.15,34262,5754795486.0,2.06,0.29,4.48,0.27
2023-10-30,600519,1515.55,1527.55,1535.43,1515.55,24086,4050573178.0,1.31,0.28,4.29,0.19
2023-10-31,600519,1526.55,1531.13,1536.55,1514.4,19859,3335804699.0,1.45,0.23,3.58,0.16
2023-11-01,600519,1696.55,1627.54,1696.55,1620.34,93143,16747292689.0,4.98,6.3,96.41,0.74
2023-11-02,600519,1641.55,1626.05,1641.55,1622.61,27908,4982090753.0,1.16,-0.09,-1.49,0.22
2023-11-03,600519,1626.55,1657.79,1661.44,1620.55,30176,5433116881.0,2.51,1.95,31.74,0.24
2023-11-06,600519,1666.55,1658.55,1670.34,1647.67,25524,4624102375.0,1.37,0.05,0.76,0.2
2023-11-07,600519,1651.55,1637.72,1656.55,1630.63,19582,3511590028.0,1.56,-1.26,-20.83,0.16
2023-11-08,600519,1630.6,1644.89,1650.35,1629.42,14546,2610041959.0,1.28,0.44,7.17,0.12
2023-11-09,600519,1636.66,1640.66,1645.55,1629.55,12800,2291996819.0,0.97,-0.26,-4.23,0.1
2023-11-10,600519,1627.1,1622.39,1634.55,1619.65,16466,2928380668.0,0.91,-1.11,-18.27,0.13
2023-11-13,600519,1618.83,1610.55,1631.43,1603.53,18370,3244573621.0,1.72,-0.73,-11.84,0.15
2023-11-14,600519,1610.55,1611.82,1621.54,1606.56,12817,2263963957.0,0.93,0.08,1.27,0.1
2023-11-15,600519,1625.55,1619.48,1629.44,1613.55,18435,3271230275.0,0.99,0.48,7.66,0.15
2023-11-16,600519,1620.55,1606.6,1622.55,1606.6,12558,2215937273.0,0.98,-0.8,-12.88,0.1
2023-11-17,600519,1598.55,1599.97,1605.55,1584.45,21714,3793781119.0,1.31,-0.41,-6.63,0.17
2023-11-20,600519,1601.55,1609.05,1616.05,1583.21,18608,3265514010.0,2.05,0.57,9.08,0.15
2023-11-21,600519,1629.97,1636.55,1644.55,1616.65,30098,5383107810.0,1.73,1.71,27.5,0.24
2023-11-22,600519,1629.85,1628.06,1640.9,1627.09,12665,2263460167.0,0.84,-0.52,-8.49,0.1
2023-11-23,600519,1624.85,1632.55,1634.55,1617.55,11550,2055272193.0,1.04,0.28,4.49,0.09
2023-11-24,600519,1635.55,1623.55,1635.55,1621.55,13085,2329345658.0,0.86,-0.55,-9.0,0.1
2023-11-27,600519,1619.85,1609.55,1619.85,1601.55,16261,2865075217.0,1.13,-0.86,-14.0,0.13
2023-11-28,600519,1607.55,1615.59,1620.43,1604.55,14520,2562905659.0,0.99,0.38,6.04,0.12
2023-11-29,600519,1614.55,1621.26,1622.55,1604.55,17149,3034175614.0,1.11,0.35,5.67,0.14
2023-11-30,600519,1623.27,1638.05,1641.31,1617.63,21353,3817513545.0,1.46,1.04,16.79,0.17
2023-12-01,600519,1635.86,1606.83,1636.25,1594.55,33051,5830850111.0,2.55,-1.91,-31.22,0.26
2023-12-04,600519,1606.83,1597.26,1608.38,1591.83,18440,3233102118.0,1.03,-0.6,-9.57,0.15
2023-12-05,600519,1595.33,1555.55,1595.43,1554.57,29903,5168983317.0,2.56,-2.61,-41.71,0.24
2023-12-06,600519,1549.18,1549.55,1566.02,1547.68,23851,4078003022.0,1.18,-0.39,-6.0,0.19
2023-12-07,600519,1550.55,1546.55,1555.63,1533.85,25042,4249170906.0,1.41,-0.19,-3.0,0.2
2023-12-08,600519,1546.55,1551.47,1555.39,1538.77,26288,4474160126.0,1.07,0.32,4.92,0.21
2023-12-11,600519,1536.55,1544.55,1550.55,1503.55,36831,6172810248.0,3.03,-0.45,-6.92,0.29
2023-12-12,600519,1534.15,1556.54,1556.54,1530.55,21011,3564305866.0,1.68,0.78,11.99,0.17
2023-12-13,600519,1551.77,1506.55,1552.27,1503.63,38789,6480807500.0,3.12,-3.21,-49.99,0.31
2023-12-14,600519,1512.51,1482.45,1516.42,1481.57,40672,6703240107.0,2.31,-1.6,-24.1,0.32
2023-12-15,600519,1494.78,1491.55,1524.32,1490.56,37093,6140791726.0,2.28,0.61,9.1,0.3
2023-12-18,600519,1486.55,1508.55,1509.88,1481.55,19897,3292194757.0,1.9,1.14,17.0,0.16
2023-12-19,600519,1511.55,1521.55,1526.42,1491.64,22207,3706057587.0,2.31,0.86,13.0,0.18
2023-12-20,600519,1523.66,1515.45,1525.66,1508.66,23092,3816133219.0,1.12,-0.4,-6.1,0.18
2023-12-21,600519,1505.67,1535.66,1537.98,1505.67,29012,4827827888.0,2.13,1.33,20.21,0.23
2023-12-22,600519,1535.36,1536.31,1544.76,1523.67,21667,3613238325.0,1.37,0.04,0.65,0.17
2023-12-25,600519,1536.66,1537.66,1544.26,1533.66,12471,2086014390.0,0.69,0.09,1.35,0.1
2023-12-26,600519,1538.16,1535.66,1540.56,1523.16,14771,2457177339.0,1.13,-0.13,-2.0,0.12
2023-12-27,600519,1533.66,1532.72,1542.81,1526.66,16056,2679221365.0,1.05,-0.19,-2.94,0.13
2023-12-28,600519,1536.65,1590.65,1593.65,1532.72,38338,6537401380.0,3.98,3.78,57.93,0.31
2023-12-29,600519,1585.66,1591.66,1615.24,1585.66,27539,4768857531.0,1.86,0.06,1.01,0.22
2024-01-02,600519,1580.66,1550.67,1583.85,1543.76,32156,5440082548.0,2.52,-2.58,-40.99,0.26
